Year,T2M_RANGE,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN
01/01/2010,15.99,18.38,2.39,44.5,0,3.42,0.59
02/01/2010,15.99,13,5.31,68.94,0.49,1.81,0.66
03/01/2010,15.99,19.8,1.19,57.12,0.51,2.4,0.18
04/01/2010,15.99,19.8,3.63,44.5,0,2.45,0.46
05/01/2010,15.99,19.93,5.48,55.19,0,1.98,0.4
06/01/2010,15.99,17.58,4.73,57.44,0,2.23,0.23
07/01/2010,15.99,18.15,3.12,59.19,0,2.39,0.18
08/01/2010,15.99,14.93,2.94,71.75,0,2.06,0.48
09/01/2010,15.99,18.43,2.04,51,0,2.38,0.4
10/01/2010,15.99,18.19,2.33,45.06,0,2.25,0.41
11/01/2010,15.99,16.74,5.74,61.62,0.7,2.4,0.1
12/01/2010,15.99,16.36,5.04,72.38,0.32,2.06,0.39
13/01/2010,15.99,17.59,3.86,65.94,0.18,2.55,0.34
14/01/2010,15.99,12.71,3.89,76,0.45,3.16,0.15
15/01/2010,15.99,10.79,0.15,70.94,0.54,2.8,0.63
16/01/2010,15.99,17.01,1.21,56.06,0.1,2.94,0.2
17/01/2010,15.99,17.26,4.99,51.94,0,2.24,0.06
18/01/2010,15.99,18.9,2.46,62.81,0,2.19,0.31
19/01/2010,15.99,17.6,3.74,69.44,0,3.04,0.85
20/01/2010,15.99,15.11,2.06,78,0,3.58,0.29
21/01/2010,15.99,15.51,1.2,61.62,0,3.4,0.54
22/01/2010,15.99,16.51,2.45,59.94,0,3.73,0.9
23/01/2010,15.99,14.08,3.44,83.94,0.36,4.14,0.84
24/01/2010,15.99,19.55,-1.18,52.44,0,2.65,0.33
25/01/2010,15.99,22.6,2.94,45,0,2.81,0.13
26/01/2010,15.99,19.69,5.73,65.5,0,2.7,0.63
27/01/2010,15.99,17.52,3.51,80,2.29,3.49,1.03
28/01/2010,15.99,15.62,7.12,86.88,2.09,3.71,1.53
29/01/2010,15.99,16.64,3.18,69.81,0,3.01,0.24
30/01/2010,15.99,16.9,2.44,65,0,2.85,0.89
31/01/2010,15.99,14.44,0.74,77.88,0.64,3.52,0.75
01/02/2010,15.99,17.11,2.09,69.81,0.24,2.62,0.62
02/02/2010,15.99,12.81,2.8,87.75,43.2,2.67,0.2
03/02/2010,15.99,9.01,1.81,89.38,12.41,3.84,0.41
04/02/2010,15.99,10.98,-0.2,71.88,0.05,2.53,0.06
05/02/2010,15.99,17.94,-1.29,61.38,0,1.95,0.26
06/02/2010,15.99,17.68,3.9,43.19,0,2.36,0.19
07/02/2010,15.99,16.55,2.26,44.94,0,2.79,0.13
08/02/2010,15.99,14.68,1.15,75.56,0,3.05,0.53
09/02/2010,15.99,16.58,0.83,63.44,0.03,2.74,0.16
10/02/2010,15.99,14.36,5.51,68.56,1.28,3.3,0.52
11/02/2010,15.99,12.8,0.6,73.94,0.75,3.69,0.41
12/02/2010,15.99,20.59,-1.39,43.12,0,2.61,0.23
13/02/2010,15.99,18.96,6.94,44.56,0,2.62,0.58
14/02/2010,15.99,18.61,4.15,60.81,0,2.57,0.05
15/02/2010,15.99,18.86,3.3,58.75,0,2.45,0.58
16/02/2010,15.99,15.76,3.19,70.31,0.01,2.28,0.54
17/02/2010,15.99,15.94,5.71,75.06,9.34,2.52,0.82
18/02/2010,15.99,12.15,4.69,90.69,20.2,2.91,0.41
19/02/2010,15.99,16.04,0.18,76.38,0.24,2.18,0.42
20/02/2010,15.99,15.73,1.94,73.12,0,2.92,0.12
21/02/2010,15.99,15.79,1.23,64.88,0,3.09,0.2
22/02/2010,15.99,15.99,0.57,49.06,0,2.47,0.18
23/02/2010,15.99,14.92,1.83,50.75,0,3.41,0.64
24/02/2010,15.99,17.56,-2.06,40,0,4.01,0.73
25/02/2010,15.99,17.99,1.76,36.81,0,2.91,0.52
26/02/2010,15.99,20.62,1.61,43.25,0,2.55,0.75
27/02/2010,15.99,22.38,3.19,43.69,0,2.71,0.34
28/02/2010,15.99,16.9,4.47,65.94,0.01,4.21,0.98
01/03/2010,15.99,16.4,2.11,59.69,0,2.73,0.52
02/03/2010,15.99,21.23,0.73,46.56,0,2.65,0.7
03/03/2010,15.99,20.65,3.97,45.88,0,2.54,0.35
04/03/2010,15.99,20.9,6.79,48.88,0,2.76,0.04
05/03/2010,15.99,18.59,7.9,57.56,0.03,2.65,0.05
06/03/2010,15.99,12.64,8.17,81.25,5.96,1.78,0.12
07/03/2010,15.99,15.85,8.13,81.75,1.54,2.91,0.96
08/03/2010,15.99,16.9,7.02,79.19,2,3.86,0.51
09/03/2010,15.99,17.4,4.01,42.06,0,3.59,0.61
10/03/2010,15.99,16.09,2.05,39.31,0,3.52,0.34
11/03/2010,15.99,16.19,1.06,40.5,0,3.08,0.41
12/03/2010,15.99,21.98,-0.52,35.25,0,2.78,0.09
13/03/2010,15.99,21.65,3.43,31.56,0,3.05,0.31
14/03/2010,15.99,17.48,5.79,36.25,0,1.84,0.16
15/03/2010,15.99,20.2,5.25,33.56,0.01,2.55,0.11
16/03/2010,15.99,22.56,3.89,42.88,0.02,3.55,0.23
17/03/2010,15.99,24.73,2.72,33.88,0,3.56,0.34
18/03/2010,15.99,21.73,6.48,49.5,0,3.52,0.86
19/03/2010,15.99,18.58,3.95,58.38,0,3.73,0.41
20/03/2010,15.99,21.63,-0.02,47.38,0,2.66,0.41
21/03/2010,15.99,23.25,1.6,40.69,0,3.44,0.05
22/03/2010,15.99,23.11,5.1,38,0,3.05,0.44
23/03/2010,15.99,20.83,6.04,46.44,0,3.38,0.12
24/03/2010,15.99,19.87,2.06,41,0,3.59,0.03
25/03/2010,15.99,23.19,0.26,36.06,0,2.96,1.04
26/03/2010,15.99,23.55,3.75,37,0,3.08,0.59
27/03/2010,15.99,23.83,5.66,36.38,0,3.02,0.54
28/03/2010,15.99,25.05,4.02,31.75,0,3.05,0.44
29/03/2010,15.99,24.73,4.13,35.12,0,2.8,0.26
30/03/2010,15.99,24.4,5.1,44.06,0,3.05,0.06
31/03/2010,15.99,24.24,6.98,46.81,0,3.12,0.26
01/04/2010,15.99,20.65,5.81,48.88,0,3.56,0.34
02/04/2010,15.99,22.68,3.98,37.44,0,3.01,0.22
03/04/2010,15.99,24.55,7.73,33.38,0,3.15,0.47
04/04/2010,15.99,25.44,7.1,35.69,0,3.08,0.28
05/04/2010,15.99,25.99,7.59,39.19,0,3.44,0.39
06/04/2010,15.99,25.51,10.41,38.31,0,3.63,0.2
07/04/2010,15.99,24.77,8.08,42.75,0,3.31,0.02
08/04/2010,15.99,26.18,5.04,41.81,0,3.34,0.48
09/04/2010,15.99,20.66,8.92,56.94,0,3.07,0.2
10/04/2010,15.99,23.82,7.66,67.44,0,3.8,0.43
11/04/2010,15.99,24.32,8.3,58.19,0,3.3,0.23
12/04/2010,15.99,24.71,7.71,47.5,0,3.28,0.35
13/04/2010,15.99,23.91,5.09,59.5,0,3.08,0.03
14/04/2010,15.99,24.99,8.46,56.75,0,3.49,0.48
15/04/2010,15.99,24.32,6.73,54,0,2.68,0.38
16/04/2010,15.99,26.82,7.13,58.94,0,2.12,0.66
17/04/2010,15.99,25.17,8.72,61.5,0.01,3.71,0.65
18/04/2010,15.99,24.48,7.71,64.81,0,2.98,0.52
19/04/2010,15.99,23.54,8.38,64.56,0,3.62,0.12
20/04/2010,15.99,22.32,8.21,55.88,0,3.1,0.25
21/04/2010,15.99,23.6,7.71,52.94,0,3.63,0.48
22/04/2010,15.99,20.44,6.3,60.88,0.04,4.62,1.05
23/04/2010,15.99,19,6.62,70.62,0,4.55,0.62
24/04/2010,15.99,22.8,3.71,42.94,0,3.6,0.09
25/04/2010,15.99,24.91,5.15,26.88,0,3.29,0.5
26/04/2010,15.99,25.79,5.25,33.56,0,3.04,0.37
27/04/2010,15.99,22.19,6.84,47.69,0,3.27,0.3
28/04/2010,15.99,26.65,5.26,51.12,0,3.26,0.34
29/04/2010,15.99,22.96,6.07,53,0,3.55,0.31
30/04/2010,15.99,20.69,3.04,56.81,0.08,4.16,0.2
01/05/2010,15.99,15.05,4.16,78.56,2.53,4.28,0.68
02/05/2010,15.99,23.53,-0.55,46,0.05,2.86,0.27
03/05/2010,15.99,29.19,6.63,22.94,0,2.97,0.28
04/05/2010,15.99,31.5,9.01,20.81,0,3.12,0.68
05/05/2010,15.99,30.48,13.16,28,0,3.18,0.58
06/05/2010,15.99,30.01,11.72,33.31,0,3.63,0.99
07/05/2010,15.99,32.7,11.82,33.06,0,2.74,1.15
08/05/2010,15.99,32.94,12.33,34.75,0.73,3.47,0.44
09/05/2010,15.99,30.05,13.28,44.94,0.07,3.59,0.74
10/05/2010,15.99,29.31,12.12,37.62,0,3.2,0.48
11/05/2010,15.99,29.64,12.81,31.31,0,3.45,0.47
12/05/2010,15.99,27.64,14.22,27,0,3.57,0.36
13/05/2010,15.99,27.47,12.77,26.81,0,3.83,0.14
14/05/2010,15.99,28.35,11.46,26.06,0,3.66,0.35
15/05/2010,15.99,28.18,11.87,29.69,0,3.74,0.66
16/05/2010,15.99,28.21,9.94,26.62,0,3.41,0.46
17/05/2010,15.99,28.3,11,27.31,0,2.58,0.44
18/05/2010,15.99,30.02,9.86,30.62,0,3.69,0.81
19/05/2010,15.99,29.99,9.15,22.12,0,3.66,1.02
20/05/2010,15.99,30.88,9.42,22.75,0,3.59,0.71
21/05/2010,15.99,29.77,12.44,32.38,0,3.41,0.05
22/05/2010,15.99,28.91,10.43,36.94,0,3.66,0.05
23/05/2010,15.99,26.89,10.17,33.44,0,3.52,0.05
24/05/2010,15.99,27.44,10.15,29.38,0,3.37,0.19
25/05/2010,15.99,28.04,9.85,29.94,0,3.14,0.04
26/05/2010,15.99,29.32,11.52,29.5,0,2.79,0.29
27/05/2010,15.99,29.33,8.4,40.19,0.28,2.98,0.48
28/05/2010,15.99,27.89,10.05,49.44,0.5,3.32,0.35
29/05/2010,15.99,28.04,10.49,56.69,0.01,3.61,0.42
30/05/2010,15.99,27.47,8.4,58.75,0,3.02,0.68
31/05/2010,15.99,29.58,11.8,58.31,2.28,2.88,0.24
01/06/2010,15.99,28.9,10.86,63.62,0.04,3.61,0.57
02/06/2010,15.99,28.84,9.36,55.94,0,3.66,0.41
03/06/2010,15.99,28.85,8.61,54.25,0,2.7,0.52
04/06/2010,15.99,32.06,11.48,43.62,0.01,2.12,0.61
05/06/2010,15.99,32.46,13.28,41.56,0,2.05,0.37
06/06/2010,15.99,32.87,15.66,35.19,0,1.83,0.32
07/06/2010,15.99,28.9,14.35,55,2.54,1.73,0.31
08/06/2010,15.99,24.38,13.95,66.69,2.21,2.04,0.5
09/06/2010,15.99,29.46,14.83,52.5,0.52,2.71,0.12
10/06/2010,15.99,27.65,13.4,66.12,0.73,3.39,0.45
11/06/2010,15.99,28.67,12.5,60.94,0.03,3.3,0.16
12/06/2010,15.99,28.94,12.92,54.81,0,3.18,0.16
13/06/2010,15.99,29.04,12.45,58.94,1.14,2.81,0.05
14/06/2010,15.99,29.56,14.04,60.88,2.42,2.24,0.6
15/06/2010,15.99,31.44,13.35,59.12,1.44,1.43,0.24
16/06/2010,15.99,30.05,13.72,57.69,0.75,1.75,0.41
17/06/2010,15.99,30.47,13.94,60.62,3.03,1.57,0.39
18/06/2010,15.99,27.33,14.4,73.38,5.06,1.97,0.24
19/06/2010,15.99,27.38,15.12,76.19,5.49,1.85,0.21
20/06/2010,15.99,27.58,14.73,71.38,3.09,1.36,0.2
21/06/2010,15.99,29.76,12.76,69.25,0.59,1.62,0.16
22/06/2010,15.99,29.25,15.26,64.5,0.4,1.21,0.08
23/06/2010,15.99,31.57,14.12,59.31,0.2,1.42,0.06
24/06/2010,15.99,29.3,13.67,63.38,1.38,1.83,0.2
25/06/2010,15.99,28.32,14.63,70.56,7.44,1.34,0.52
26/06/2010,15.99,28.99,15.33,68.12,0.44,1.34,0.16
27/06/2010,15.99,25.94,15.52,74.81,3.73,1.28,0.22
28/06/2010,15.99,28.72,12.91,70.69,3.72,1.52,0.4
29/06/2010,15.99,26.48,14.17,75.25,6.43,1.93,0.44
30/06/2010,15.99,28.62,14.25,69.31,0.59,2.21,0.37
01/07/2010,15.99,27.51,14.8,75,14.43,2.4,0.68
02/07/2010,15.99,20.13,13.52,88,22.33,2.11,0.87
03/07/2010,15.99,23.76,11.37,76.06,3.31,2.45,0.63
04/07/2010,15.99,22,12.18,79.56,8.24,1.55,0.1
05/07/2010,15.99,21.17,13.46,86.69,3.86,1.62,0.64
06/07/2010,15.99,27.57,13.19,75.12,0.56,2.1,0.7
07/07/2010,15.99,26.8,13.48,78.19,12.55,1.49,0.59
08/07/2010,15.99,23.29,14.73,84,14.28,1.84,0.52
09/07/2010,15.99,26.03,13.9,79.31,4.63,1.97,0.4
10/07/2010,15.99,24.44,14.73,80.25,2.47,1.66,0.7
11/07/2010,15.99,24.67,14.71,81.94,0.93,1.64,0.29
12/07/2010,15.99,24.19,14.96,82.38,3.02,1.16,0.32
13/07/2010,15.99,26.18,14.83,79.06,2.31,1.45,0.21
14/07/2010,15.99,26.49,14.09,66.94,0.13,1.66,0.2
15/07/2010,15.99,29.44,13.34,69.5,7.02,1.95,0.27
16/07/2010,15.99,24.68,14.99,78.38,2.5,1.09,0.09
17/07/2010,15.99,23.21,14.58,84.06,7.05,1.46,0.44
18/07/2010,15.99,26.97,13.62,75.12,0.98,1.77,0.72
19/07/2010,15.99,26.94,13.45,70.81,0.02,1.8,0.57
20/07/2010,15.99,24.38,14.64,79.69,8.94,1.58,0.28
21/07/2010,15.99,24.01,15.3,82,5.49,1.42,0.32
22/07/2010,15.99,24.56,14.93,83.81,1.97,1.7,0.48
23/07/2010,15.99,24.9,15.08,81.06,2.16,1.89,0.16
24/07/2010,15.99,24.74,14.12,84.94,21.81,1.69,0.08
25/07/2010,15.99,19.75,14.72,92.19,18.88,1.34,0.24
26/07/2010,15.99,22.94,13.48,83.88,13.53,2.08,0.22
27/07/2010,15.99,21.28,12.82,87.25,14.44,1.23,0.13
28/07/2010,15.99,21.1,15.41,87.88,3,1.41,0.16
29/07/2010,15.99,23.26,14.38,87.25,9.64,1.78,0.2
30/07/2010,15.99,24.41,12.41,77.06,1.58,1.49,0.36
31/07/2010,15.99,24.84,13.05,77.5,2.79,1.46,0.33
01/08/2010,15.99,26.02,12.22,75.12,1.78,1.75,0.37
02/08/2010,15.99,25.12,12.91,72.06,0.02,2.27,0.26
03/08/2010,15.99,27.04,13.55,75.31,1.68,2.26,0.01
04/08/2010,15.99,25.17,14.4,78.88,5,1.98,0.17
05/08/2010,15.99,26.21,13.55,78.31,1.31,2.03,0.33
06/08/2010,15.99,24.07,15.23,81.88,4.35,1.26,0.56
07/08/2010,15.99,21.67,14.71,87.88,10.63,1.25,0.6
08/08/2010,15.99,24.9,14.88,83.75,2.48,1.18,0.47
09/08/2010,15.99,25.31,14.62,83.88,3.55,1.42,0.14
10/08/2010,15.99,22.74,14.48,89.69,10.44,1.72,0.14
11/08/2010,15.99,24.33,15.27,85.69,8.2,1.8,0.31
12/08/2010,15.99,24.67,14.26,82.88,2.22,1.58,0.15
13/08/2010,15.99,22.89,13.12,86.75,3.85,1.75,0.12
14/08/2010,15.99,23.75,13.39,88.69,5.94,1.91,0.2
15/08/2010,15.99,23.09,15.44,86.75,1.61,1.65,0.09
16/08/2010,15.99,25.56,13.54,77,1.94,1.79,0.27
17/08/2010,15.99,26.26,12.37,77.94,0.64,1.68,0.23
18/08/2010,15.99,23.2,14.58,85.75,10.79,2,0.57
19/08/2010,15.99,24.12,14.01,82.75,3.48,1.65,0.23
20/08/2010,15.99,24.96,14.15,82.25,5.1,1.6,0.63
21/08/2010,15.99,26.16,15.18,75.62,0.79,1.7,0.14
22/08/2010,15.99,26.93,13.25,70.44,0.01,1.84,0.2
23/08/2010,15.99,26.5,14.86,69.44,0.01,2.19,0.23
24/08/2010,15.99,28.6,13.15,60.25,0,2.71,0.39
25/08/2010,15.99,26.65,14.56,65.62,1.23,3.22,1.33
26/08/2010,15.99,24.09,13.97,78.25,1.7,2.42,0.85
27/08/2010,15.99,24.79,13.26,78.5,2.67,1.66,0.4
28/08/2010,15.99,22.74,15.48,87.5,1.2,1.42,0.57
29/08/2010,15.99,24.12,15.05,84.31,1.28,1.28,0.55
30/08/2010,15.99,25.37,15.84,82.25,7.57,1.3,0.41
31/08/2010,15.99,27.39,14.52,76,2.48,1.84,0.13
01/09/2010,15.99,26.86,12.65,72.19,9,1.9,0.54
02/09/2010,15.99,26.89,14.54,76.44,1.88,1.3,0.18
03/09/2010,15.99,26.65,13.76,79.31,8.38,2.2,0.49
04/09/2010,15.99,25.24,13.83,83.5,3.35,2.09,0.31
05/09/2010,15.99,23.11,14.72,85.5,2.05,1.64,0.21
06/09/2010,15.99,21.66,13.73,89.62,6.71,1.51,0.35
07/09/2010,15.99,19.9,13.43,91.38,3.68,1.31,0.25
08/09/2010,15.99,21.27,11.52,87.75,18.88,1.48,0.62
09/09/2010,15.99,21.01,13.62,90.69,10.07,2.3,0.36
10/09/2010,15.99,22.61,12.4,82.56,10.49,1.85,0.38
11/09/2010,15.99,23,14.15,87,5.96,1.74,0.33
12/09/2010,15.99,23.11,13.63,83.56,1.39,1.67,0.21
13/09/2010,15.99,24.95,13.23,79.88,0.23,1.64,0.52
14/09/2010,15.99,24.3,12.77,82.44,6.4,1.98,0.19
15/09/2010,15.99,23.23,14.65,84.25,1.01,1.73,0.23
16/09/2010,15.99,22.79,14.65,82.44,2.57,1.58,0.2
17/09/2010,15.99,23.39,14.73,81.56,0.69,2.3,0.25
18/09/2010,15.99,25.05,14.32,78.81,1.23,2.47,0.6
19/09/2010,15.99,23.69,14.44,84.25,7.43,2.64,0.29
20/09/2010,15.99,22.12,14.94,91.25,17.81,1.95,0.93
21/09/2010,15.99,20.74,13.87,92.75,11.43,2.09,0.48
22/09/2010,15.99,22.28,14.27,87.56,0.26,2.19,0.55
23/09/2010,15.99,23.29,13.46,82.69,0.7,1.23,0.15
24/09/2010,15.99,24.25,13.58,85.19,7.48,2.3,0.31
25/09/2010,15.99,23.22,12.46,86.25,11.35,2.23,0.33
26/09/2010,15.99,19.73,12.96,94.25,27.46,2.31,0.55
27/09/2010,15.99,18.76,12.21,91.25,10.22,1.62,0.05
28/09/2010,15.99,22.45,11.62,82.31,1.26,2.25,0.48
29/09/2010,15.99,23.39,9.98,62,0,2.7,0.24
30/09/2010,15.99,23.84,10.87,63.88,0.02,2.5,0.25
01/10/2010,15.99,23.57,10.19,64.25,0.02,2.49,0.63
02/10/2010,15.99,23.58,10.65,61.62,0.42,2.55,0.75
03/10/2010,15.99,22.99,11.13,67.62,0.1,2.56,0.65
04/10/2010,15.99,23.15,9.64,61.56,0.89,2.41,0.13
05/10/2010,15.99,22.73,8.44,63.06,0.07,1.99,0.15
06/10/2010,15.99,23.09,9.15,61.81,0,2.05,0.11
07/10/2010,15.99,23.49,9.26,65.06,0,2.13,0.1
08/10/2010,15.99,24.01,8.95,65.12,0,2,0.27
09/10/2010,15.99,24.35,9.07,59.75,0,1.82,0.27
10/10/2010,15.99,23.55,11.48,65.75,0,2.38,0.46
11/10/2010,15.99,22.66,8.83,72.25,0,2.31,0.34
12/10/2010,15.99,24.79,9.23,66.38,0.34,2.24,0.34
13/10/2010,15.99,21.71,12.42,69.19,0.13,2.41,0.83
14/10/2010,15.99,22.4,12.23,62.19,0.03,2.38,0.21
15/10/2010,15.99,23.34,10.79,58.56,0,2.2,0.18
16/10/2010,15.99,22.23,9.55,64.38,1.12,1.85,0.45
17/10/2010,15.99,22.29,9.95,53.56,0.03,2.33,0.15
18/10/2010,15.99,22.27,7.8,51.06,0,2.42,0.27
19/10/2010,15.99,21.36,8.35,51.5,0,2.36,0.03
20/10/2010,15.99,22.44,9.26,52,0,2.33,0.23
21/10/2010,15.99,22.83,9.25,52.5,0,2.73,0.87
22/10/2010,15.99,21.44,7.57,69.06,0.01,2.98,0.49
23/10/2010,15.99,22.1,7,57,0,2.52,0.3
24/10/2010,15.99,24.26,7.61,46,0,2.23,0.48
25/10/2010,15.99,23.6,9.2,42.56,0,2.7,0.54
26/10/2010,15.99,25.51,8.46,41.69,0,1.88,0.58
27/10/2010,15.99,26.3,9.58,46.06,0,2.3,0.53
28/10/2010,15.99,26.69,9.8,48.62,0,3.73,1.3
29/10/2010,15.99,26.14,11.12,56,0,3.33,0.02
30/10/2010,15.99,26.42,9.99,50.31,0,2.14,0.68
31/10/2010,15.99,26.71,10.45,49.88,0,2.3,0.27
01/11/2010,15.99,26.04,11.51,53.31,0,2.05,0.31
02/11/2010,15.99,25.03,8.34,51.25,0,2.66,0.11
03/11/2010,15.99,21.23,7.33,33.38,0,4.54,2.12
04/11/2010,15.99,18.13,6.37,31.56,0,5.22,2.12
05/11/2010,15.99,23.39,3.23,29.88,0,3.01,0.09
06/11/2010,15.99,23.67,5.26,31.19,0,2.18,0.3
07/11/2010,15.99,23.66,5.71,34.56,0,2.3,0.12
08/11/2010,15.99,21.9,6.5,44.88,0,2.46,0.22
09/11/2010,15.99,18.69,6.4,50.88,0,1.92,0.62
10/11/2010,15.99,21.35,4.44,43.62,0,2.44,0.65
11/11/2010,15.99,21.67,6.11,34.25,0,2.45,0.21
12/11/2010,15.99,22.11,5.26,39.69,0,2.43,0.18
13/11/2010,15.99,22.37,5.23,47.12,0,2.62,0.24
14/11/2010,15.99,17.76,5.24,62.44,0,3.12,0.47
15/11/2010,15.99,16.51,4.35,69.5,0,3.2,0.19
16/11/2010,15.99,20.89,-0.23,49.19,0,2.41,0.44
17/11/2010,15.99,22.94,6.62,38.94,0,2.6,0.24
18/11/2010,15.99,23.48,6.24,39.12,0,2.94,0.29
19/11/2010,15.99,21.94,9.81,51.5,0,2.81,0.23
20/11/2010,15.99,21.78,7.01,55.06,0,2.62,0.09
21/11/2010,15.99,21.92,8.48,51.12,0,2.89,0.14
22/11/2010,15.99,22.28,6.87,48.69,0,2.59,0.12
23/11/2010,15.99,23.73,8.11,35.25,0,2.45,0.34
24/11/2010,15.99,21.96,8.45,39.38,0,2.62,0.25
25/11/2010,15.99,19.01,6.33,45.25,0,3.05,0.2
26/11/2010,15.99,21.98,5.8,40.75,0,2.42,0.57
27/11/2010,15.99,20.93,4.87,44.25,0,2.87,0.5
28/11/2010,15.99,18.64,5.67,62.56,0,3.76,0.91
29/11/2010,15.99,17.64,4.53,69,0,3.4,0.34
30/11/2010,15.99,21.53,0.6,32.25,0,3.42,0.48
01/12/2010,15.99,23.66,2.87,26.75,0,3.08,0.27
02/12/2010,15.99,24.09,5.63,33.69,0,2.48,0.34
03/12/2010,15.99,24.15,5.87,30.19,0,2.16,0.48
04/12/2010,15.99,24.26,6.89,29.56,0,2.54,0.25
05/12/2010,15.99,23.29,6.31,26.12,0,2.3,0.27
06/12/2010,15.99,24.76,7.36,31.44,0,2.11,0.19
07/12/2010,15.99,23.36,7.12,37.81,0,2.25,0.12
08/12/2010,15.99,21.82,5.51,39.38,0,2.86,0.9
09/12/2010,15.99,22.39,4.24,30.75,0,2.45,0.66
10/12/2010,15.99,22.99,4.94,41.31,0,2.36,0.29
11/12/2010,15.99,23.67,6.3,37.88,0,2.53,0.7
12/12/2010,15.99,25.11,5.78,33.31,0,2.39,0.12
13/12/2010,15.99,23.15,6.82,34.12,0,2.39,0.69
14/12/2010,15.99,21.73,7.69,35.75,0,2.55,0.56
15/12/2010,15.99,19.8,4.51,45.19,0,2.62,0.54
16/12/2010,15.99,18.14,3.29,52.75,0,2.73,0.48
17/12/2010,15.99,16.92,3.21,38.62,0.04,2.85,0.1
18/12/2010,15.99,20.82,4.01,28.44,0,2.32,0.05
19/12/2010,15.99,22.12,4.57,31.94,0,2.64,0.28
20/12/2010,15.99,22.31,5.66,35.12,0,2.45,0.05
21/12/2010,15.99,22.83,6.58,29.06,0,1.96,0.06
22/12/2010,15.99,20.87,10.1,27,0,2.12,0.2
23/12/2010,15.99,19.86,7.62,27.56,0,2.19,0.23
24/12/2010,15.99,20.82,5.7,33.31,0,2.45,0.2
25/12/2010,15.99,20.2,3.6,41.62,0,2.59,0.23
26/12/2010,15.99,19.2,3.3,39.12,0,2.66,0.43
27/12/2010,15.99,18.05,4.19,50.12,0,2.94,0.58
28/12/2010,15.99,14.23,3.94,80.88,0,2.84,1.02
29/12/2010,15.99,15.05,0.53,72.75,0,3.16,0.27
30/12/2010,15.99,12.94,0.65,73.94,0,3.38,0.92
31/12/2010,15.99,13.55,0.89,74.94,0,3.58,0.38
01/01/2011,15.99,17.21,-0.59,43.12,0,2.59,0.12
02/01/2011,15.99,19.67,3.96,30.56,0,3.05,1.41
03/01/2011,15.99,18.62,5.23,58.06,0,3.66,1.48
04/01/2011,15.99,19.37,6.82,69,0.01,2.81,0.37
05/01/2011,15.99,21.44,7.38,42.81,0,2.64,0.2
06/01/2011,15.99,23.75,7.42,32.38,0,2.23,0.73
07/01/2011,15.99,21.53,8.45,43.06,0,2.78,0.7
08/01/2011,15.99,14.85,4.56,67.94,0.01,3.99,0.7
09/01/2011,15.99,17.52,-1.34,38.12,0,2.44,0.16
10/01/2011,15.99,20.31,3.2,18.19,0,2.22,0.09
11/01/2011,15.99,22.34,3.75,18.31,0,2.81,0.39
12/01/2011,15.99,21.58,4.37,25.38,0,2.73,0.09
13/01/2011,15.99,22.01,4.03,30.19,0,2.72,0.41
14/01/2011,15.99,20.87,5.02,32.94,0,2.8,0.83
15/01/2011,15.99,16.31,1.14,39.12,0,2.7,0.13
16/01/2011,15.99,20.38,0.55,36.06,0,2.5,0.39
17/01/2011,15.99,21.94,3.84,25.94,0,2.53,0.38
18/01/2011,15.99,23.8,7.23,27.69,0,2.15,0.09
19/01/2011,15.99,21.34,6.75,28.44,0,2.88,0.47
20/01/2011,15.99,20.83,5.65,27.88,0,2.45,0.7
21/01/2011,15.99,19.71,1.85,23.25,0,2.92,0.07
22/01/2011,15.99,20.49,0.46,25.88,0,2.82,0.11
23/01/2011,15.99,18.27,2.33,23.69,0,2.74,0.11
24/01/2011,15.99,16.96,2.19,27.94,0,3.3,0.26
25/01/2011,15.99,19.25,-1.99,27.62,0,2.7,0.17
26/01/2011,15.99,17.53,2.27,28,0,2.91,0.2
27/01/2011,15.99,17.4,4.25,33.38,0,2.2,0.58
28/01/2011,15.99,18.25,5.7,48.94,0,2.6,0.16
29/01/2011,15.99,16.77,4.09,53.5,0,3.76,0.09
30/01/2011,15.99,16.1,0.76,52.94,0,1.82,0.09
31/01/2011,15.99,16.49,2.8,41.94,0,3.47,0.08
01/02/2011,15.99,18.03,0.08,21.19,0,2.88,0.44
02/02/2011,15.99,16.58,3.05,20.94,0,3.46,0.84
03/02/2011,15.99,12.56,-1.77,38.88,0,4.74,1.73
04/02/2011,15.99,15.33,-2.87,40.06,0,3.91,1.33
05/02/2011,15.99,16.87,-0.98,38.06,0,1.96,0.6
06/02/2011,15.99,19.66,1.05,18.69,0,2.89,0.21
07/02/2011,15.99,23.52,1.89,19.38,0,3.05,0.59
08/02/2011,15.99,19.5,3.84,19.69,0,3.59,0.61
09/02/2011,15.99,19.05,2.66,23.75,0,2.63,0.16
10/02/2011,15.99,20.33,5.76,18.88,0,3.05,0.42
11/02/2011,15.99,20.34,5.15,20.5,0,2.82,0.17
12/02/2011,15.99,23.14,3.63,22.62,0,2.71,0.16
13/02/2011,15.99,24.12,4.83,21.44,0,2.48,0.63
14/02/2011,15.99,25.73,7.55,19.81,0,2.57,0.21
15/02/2011,15.99,26.85,6.15,18.62,0,2.48,0.5
16/02/2011,15.99,25.1,8.63,25.38,0,2.9,0.36
17/02/2011,15.99,23.89,7.52,32.06,0,3.07,0.37
18/02/2011,15.99,24.62,8.51,29,0,2.88,0.08
