Year,T2M_RANGE,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN
19/11/2012,18.88,24.84,5.96,58.69,0,2.84,0.44
20/11/2012,16.58,24.09,7.51,59.94,0,2.73,0.98
21/11/2012,13.21,22.31,9.1,55,0.35,1.72,0.49
22/11/2012,12.38,20.85,8.47,58.69,0,1.98,0.42
23/11/2012,12.58,19.62,7.05,73.44,3.26,3.92,1.67
24/11/2012,12.94,20.08,7.13,71.62,0.28,3.48,0.36
25/11/2012,13.46,20.76,7.3,67.44,0.11,2.41,0.98
26/11/2012,10.84,18.6,7.76,77.94,1.6,3.69,0.08
27/11/2012,14.26,20.12,5.86,67.31,0,3.86,0.27
28/11/2012,14.47,20.07,5.6,70.94,0,2.84,1.05
29/11/2012,15.22,21.43,6.21,57.81,0,2.47,0.14
30/11/2012,18.72,22.87,4.15,56.5,0,2.44,0.54
01/12/2012,15.1,22.54,7.44,61.75,0,2.8,0.95
02/12/2012,15.69,21.95,6.27,58.38,0,3.45,0.1
03/12/2012,16.12,22.27,6.15,51.81,0,2.85,1.09
04/12/2012,18.58,23.05,4.48,51.69,0,3.26,1.04
05/12/2012,19.14,22.44,3.3,52.12,0,2.62,1.35
06/12/2012,16.05,23.19,7.15,50.56,0,2.41,0.55
07/12/2012,12.2,16.88,4.68,65.06,0,3.09,1.65
08/12/2012,14.26,18.8,4.55,56.94,0,3.06,1.49
09/12/2012,10.95,15.7,4.75,73.38,0,3.59,1.5
10/12/2012,15.56,19.53,3.97,64.56,0,5.2,0.41
11/12/2012,14.31,16.05,1.74,76.75,0,5.91,0.43
12/12/2012,16.65,19.23,2.58,69.88,0,4.05,0.44
13/12/2012,8.95,14.23,5.28,79.56,0.56,5.94,2.14
14/12/2012,13.38,17.62,4.23,77.5,2.9,4.77,1.84
15/12/2012,13.26,19.12,5.87,68.94,0,5.04,1.97
16/12/2012,15.7,19.63,3.94,73.25,0,6.05,1.4
17/12/2012,20.41,20.42,0.01,50.25,0,3.02,0.82
18/12/2012,19.68,21.8,2.12,42.81,0,4.11,1.38
19/12/2012,15.91,18.72,2.81,76.38,0,6.97,1.2
20/12/2012,15.93,17.57,1.64,52.25,0,5.43,0.81
21/12/2012,22.23,21.9,-0.33,46.75,0,3.12,0.58
22/12/2012,15.9,23.42,7.52,55.25,0,2.21,0.28
23/12/2012,15.48,22.76,7.28,45.56,0,1.84,0.66
24/12/2012,15.54,21.77,6.23,45.38,0,5.09,0.15
25/12/2012,19.88,22.3,2.43,47.81,0,2.82,0.88
26/12/2012,15.12,19.51,4.4,44.31,0,5.57,0.3
27/12/2012,13.16,14.4,1.23,52.19,0,6.48,2.54
28/12/2012,16.92,19.4,2.48,44.25,0,4.55,1.24
29/12/2012,16.82,20.05,3.23,43.69,0,3.59,0.87
30/12/2012,11.17,16.31,5.13,63.75,0.17,6.1,1.89
31/12/2012,5.09,11.82,6.73,88.69,4.88,6.66,2.6
01/01/2013,7.91,14.51,6.6,86.31,1.45,3,1.09
02/01/2013,9.91,14.59,4.69,84.62,0.85,4.4,0.69
03/01/2013,13.11,17.12,4.01,79.56,0.07,6.12,1.61
04/01/2013,14.54,17.03,2.49,77.12,0.01,5.76,0.82
05/01/2013,14.23,18.31,4.08,68.88,0,4.95,0.52
06/01/2013,21.66,19.7,-1.95,58.25,0,2.59,1.06
07/01/2013,16.01,18.25,2.24,66.88,0.51,7.73,2.25
08/01/2013,15.34,13.46,-1.88,86.94,3.72,11.31,2.24
09/01/2013,19.33,14.76,-4.56,47.56,0,4.88,0.7
10/01/2013,22.85,19.76,-3.09,40.06,0,4.26,1.18
11/01/2013,14.75,16.99,2.24,66,0,6.66,2.93
12/01/2013,12.07,17.69,5.62,76.81,0,9.09,2.65
13/01/2013,13.59,18.74,5.15,73.56,0,7.12,2.45
14/01/2013,13.81,17.13,3.32,74.81,0,7.62,2.22
15/01/2013,16.29,18.76,2.48,61.38,0,6.45,0.82
16/01/2013,17.7,11.8,-5.9,36.94,0,5.27,2.42
17/01/2013,11.27,9.59,-1.67,28.19,0,4.28,2.44
18/01/2013,15.43,16.02,0.58,42,0,2.3,1.25
19/01/2013,15.87,20.29,4.42,43.88,0,2.53,0.4
20/01/2013,15.29,18.46,3.17,39.69,0,3.22,1.2
21/01/2013,14.85,20.72,5.87,50.38,0.34,3.03,1.19
22/01/2013,16.19,19.51,3.33,64.38,0.41,2.61,0.54
23/01/2013,17.78,20.79,3,61.12,0,2.54,0.96
24/01/2013,16.96,21.73,4.76,49.69,0,2.25,0.36
25/01/2013,17.16,24.19,7.04,47,0,1.43,0.18
26/01/2013,15.51,22.12,6.61,56.19,0,3.8,1.22
27/01/2013,16.67,22.4,5.73,57.12,0,5.15,0.99
28/01/2013,15.9,20.01,4.11,67.69,0,6.09,1.99
29/01/2013,12.76,17.29,4.53,70.56,0,8.09,2.52
30/01/2013,21.58,22.07,0.49,43.19,0,3.41,1.46
31/01/2013,22.12,23.64,1.51,30.75,0,3.73,0.66
01/02/2013,17.31,25.15,7.84,32.75,0,2.79,0.42
02/02/2013,18.23,25.8,7.57,33.94,0,3.31,0.41
03/02/2013,19.41,25.02,5.61,34.19,0,3.55,0.56
04/02/2013,17.09,23.5,6.4,41.31,0,4.91,1.55
05/02/2013,17.01,22.45,5.44,49.12,0,5.74,1.63
06/02/2013,16.46,22.04,5.58,46.38,0,7.03,1.91
07/02/2013,17.99,23.09,5.1,47.31,0,5.11,1.81
08/02/2013,16.83,22.85,6.03,37.44,0,5.77,1.44
09/02/2013,16.83,21.12,4.29,43.75,0,8.06,2.45
10/02/2013,16.23,19.51,3.28,55.75,0,8.54,2.55
11/02/2013,15.27,19.8,4.51,71.62,0,7.69,2.45
12/02/2013,17.14,21.25,4.11,60.94,0.02,7.95,2.23
13/02/2013,17.03,19.69,2.65,50.75,0,7.69,1.22
14/02/2013,23.71,21.45,-2.26,37.31,0,2.26,0.55
15/02/2013,19.24,22.47,3.23,24.81,0,2.95,0.27
16/02/2013,19.54,20.48,0.94,38.44,0,5.25,0.66
17/02/2013,18.15,21.83,3.68,36.38,0,6.56,0.95
18/02/2013,18.53,24.35,5.82,34.94,0,4.84,2.15
19/02/2013,16.53,24.16,7.62,37.12,0,5.68,0.2
20/02/2013,15.89,21.67,5.78,42.62,0,8.83,2.48
21/02/2013,17.66,20.57,2.9,52.88,0,8.91,2.23
22/02/2013,15.14,20.12,4.98,53.69,0,7.35,2
23/02/2013,16.65,20.58,3.92,51.38,0,5.57,0.62
24/02/2013,17.14,18.95,1.81,65.81,0,7.67,2.44
25/02/2013,21.72,21.12,-0.6,42.25,0,5.12,0.89
26/02/2013,24.3,21.98,-2.32,27.44,0,6.73,1.29
27/02/2013,20.5,24.55,4.05,24.56,0,3.06,0.6
28/02/2013,19.7,24.62,4.93,30.19,0,6.52,0.52
01/03/2013,14.9,14.9,0,25.5,0,6.77,2.98
02/03/2013,21.98,18.91,-3.07,22,0,6.3,2.56
03/03/2013,23.99,22.92,-1.07,20.19,0,2.78,0.66
04/03/2013,21.07,24.88,3.82,21.94,0,4.9,1.96
05/03/2013,20.73,22.48,1.75,25.5,0,5.38,1.26
06/03/2013,18.88,22.87,4,34.81,0,3.74,1.3
07/03/2013,15.27,22.65,7.38,33.5,0,5.17,1.37
08/03/2013,16.16,21.5,5.33,42.81,0,5.45,2.11
09/03/2013,18.01,22.73,4.73,46.19,0,6.74,2.4
10/03/2013,19.23,20.64,1.4,47.12,0,8.61,0.12
11/03/2013,19.89,19.55,-0.34,34.38,0,4.1,0.84
12/03/2013,20.23,22.7,2.48,24.38,0,3.5,0.8
13/03/2013,18.84,23.83,4.98,26.31,0,5.04,1.82
14/03/2013,20.41,23.74,3.33,40.19,0,2.7,0.12
15/03/2013,13.26,21.09,7.83,34.81,0,3.3,0.78
16/03/2013,16.61,21.98,5.37,35.88,0,3.11,0.8
17/03/2013,21.08,24.26,3.19,47.19,0,5.48,1.87
18/03/2013,21.75,25.72,3.97,40.56,0,2.52,1.12
19/03/2013,20.52,27.27,6.75,25.88,0,4.38,0.7
20/03/2013,25.87,28.97,3.1,21.12,0,3.85,0.5
21/03/2013,20.13,27.49,7.36,28.25,0,6.73,0.34
22/03/2013,19.97,24.85,4.88,34.31,0,8.2,2.34
23/03/2013,21.86,23.95,2.08,34.19,0,7.51,2.31
24/03/2013,20.41,25.93,5.52,22,0,5.01,0.78
25/03/2013,19.42,24.61,5.19,20,0,5.8,0.56
26/03/2013,16.3,24.41,8.11,28.69,0,6.88,0.95
27/03/2013,17.59,24.28,6.69,34.38,0,7.09,1.12
28/03/2013,15.51,24.24,8.73,34.94,0,5.3,1.23
29/03/2013,19.93,28.18,8.25,29.69,0,4.87,1.1
30/03/2013,22.52,29.24,6.72,26,0,2.77,1.41
31/03/2013,22.02,29.11,7.09,26.56,0,4.84,1.94
01/04/2013,18.79,27.06,8.27,29.38,0,6.4,1.18
02/04/2013,21.02,26.11,5.09,31.31,0,7.05,2.43
03/04/2013,22.78,27.48,4.7,33.88,0,4.74,0.66
04/04/2013,22.13,27.37,5.24,27.25,0,3.91,1.2
05/04/2013,20.16,26.55,6.38,32.06,0,5.73,1.94
06/04/2013,19.08,27.95,8.87,29.06,0,5.91,1.69
07/04/2013,17.21,24.8,7.58,30.5,0,5.87,1.98
08/04/2013,20.58,25.32,4.73,35.12,0,7.45,2.66
09/04/2013,20.48,24.48,4,36.44,0,8.7,3.02
10/04/2013,17.88,22.39,4.51,42.88,0,8.04,1.83
11/04/2013,23.25,25.83,2.58,40.94,0,5.64,0.32
12/04/2013,21.34,26.07,4.73,34.25,0,6.98,0.7
13/04/2013,21.98,23.21,1.23,41.5,0,7.28,1.88
14/04/2013,24.47,27.31,2.83,23.31,0,5.52,1.18
15/04/2013,22.76,28.8,6.04,18.12,0,5.42,2.04
16/04/2013,22.12,29.33,7.21,24.19,0,6.17,1.95
17/04/2013,20.59,28.69,8.09,28.81,0,7.34,2.39
18/04/2013,16.85,25.44,8.58,28.88,0,6.41,1.89
19/04/2013,23.36,28.73,5.37,30.62,0,4.04,1.23
20/04/2013,23.52,27.98,4.46,33.12,0,6.02,0.17
21/04/2013,23.25,29.1,5.85,41.75,0,3,0.73
22/04/2013,18.16,27.33,9.17,32.75,0,4.98,1.15
23/04/2013,17.99,25.58,7.58,27.56,0,6.21,2.42
24/04/2013,23.59,28.87,5.28,20.31,0,4.78,1.56
25/04/2013,21.55,29.94,8.38,16.12,0,5.32,0.44
26/04/2013,20.55,30.03,9.48,18.25,0,5.04,1.2
27/04/2013,19.04,29.62,10.58,21.81,0.31,6.37,1.77
28/04/2013,19.61,28.5,8.89,19.5,0,6.35,1.89
29/04/2013,20.69,28.31,7.62,26.19,0,4.45,0.22
30/04/2013,21.03,28.37,7.33,40.44,0,6.05,1
01/05/2013,24.46,30.01,5.55,35.06,0,2.36,0.56
02/05/2013,22.61,30.19,7.58,30.25,0.16,5.38,0.45
03/05/2013,17.63,27.05,9.41,48.69,0.03,6.05,0.29
04/05/2013,18.7,26.17,7.48,36.88,0,6.2,0.25
05/05/2013,22.46,28.65,6.19,39.75,0.65,2.8,0.5
06/05/2013,22.05,30.1,8.05,35.5,0,5.42,1.09
07/05/2013,22.68,29.39,6.71,33.38,0,3.84,1.61
08/05/2013,22.98,30.15,7.17,30.06,0,4.7,1.68
09/05/2013,18.86,29.96,11.1,29.88,0,5.91,1.21
10/05/2013,18.32,28.17,9.85,33.81,0,6.84,1.42
11/05/2013,18.92,27.55,8.62,35.31,0,6.98,1.19
12/05/2013,21.55,27.6,6.05,37.44,0,5.89,0.73
13/05/2013,16.62,25.76,9.15,47.88,0.02,3.87,1.56
14/05/2013,13.51,25.24,11.73,45.19,0,6.1,1.61
15/05/2013,18.42,28.3,9.87,34.88,0,5.8,0.21
16/05/2013,19.34,29.67,10.33,27.81,0,5.86,1.62
17/05/2013,19.05,30.41,11.36,30.81,0,5.53,1.4
18/05/2013,15.23,28.9,13.66,25.88,0,4.47,0.4
19/05/2013,19.38,32.37,12.99,22.94,0,5.93,0.86
20/05/2013,19.68,31.33,11.65,23.44,0,5.89,1.21
21/05/2013,18.96,30.84,11.88,26.88,0,3.84,1.17
22/05/2013,18.8,32.56,13.76,25.69,0,2.91,0.3
23/05/2013,21.12,32.08,10.96,37.12,0,5.28,1.59
24/05/2013,19.83,31.53,11.7,36.19,0.01,4.59,0.55
25/05/2013,20.53,31.62,11.09,41.62,0.12,4.49,0.84
26/05/2013,18.87,30.98,12.12,42.12,0,1.91,0.67
27/05/2013,19.91,32.68,12.76,46.56,0,3.22,0.84
28/05/2013,18.72,31.26,12.53,49.69,0.57,5,1.56
29/05/2013,20.09,31.37,11.29,45.56,0.02,5.69,0.82
30/05/2013,23.8,33.08,9.28,38.25,0,2.47,0.15
31/05/2013,21.27,34.68,13.42,30.38,0,2.23,0.49
01/06/2013,18.01,33.56,15.56,44.06,0.48,4.92,0.99
02/06/2013,19.73,33.58,13.86,39.12,0.07,5.05,0.88
03/06/2013,18.14,32.95,14.81,36.69,0.14,3.9,0.27
04/06/2013,18.38,33.32,14.94,33,0,3.9,0.7
05/06/2013,19.22,33.94,14.73,27.19,0,5.07,1.67
06/06/2013,19.92,33.99,14.07,26.75,0,2.48,0.09
07/06/2013,15.82,30.21,14.39,56.88,1.94,3.61,1.19
08/06/2013,17.01,31.48,14.47,49.62,0.1,4.27,0.78
09/06/2013,17.68,31.47,13.79,43.25,0.87,3.7,0.3
10/06/2013,15.6,30.84,15.24,42.31,0.48,3.94,0.78
11/06/2013,10.4,24.8,14.4,56.81,1.61,2.27,0.14
12/06/2013,12.57,26.19,13.62,62.81,0.65,3.16,1.81
13/06/2013,15.67,29.31,13.64,55,0.06,4.02,1.54
14/06/2013,18.26,30.94,12.69,53.88,1.09,2.68,0.92
15/06/2013,15.51,29.8,14.3,56.5,1.54,2.81,0.64
16/06/2013,14.06,29.4,15.33,61.88,5.92,3.64,0.71
17/06/2013,15.75,30.81,15.06,54.94,0.34,2.86,0.32
18/06/2013,12.8,29.63,16.83,52.31,2.11,2.95,0.7
19/06/2013,16.29,31.9,15.62,42.56,0.11,4.2,1.27
20/06/2013,17.79,32.1,14.31,44.62,0.04,3.87,1.57
21/06/2013,16.86,31.29,14.44,48.69,0.66,5.41,1.62
22/06/2013,17.98,31.62,13.64,52.94,2.89,3.55,1.27
23/06/2013,12.14,27.77,15.63,60.44,1.4,2.8,0.73
24/06/2013,12.61,27.96,15.36,64.88,5.85,2.46,1.07
25/06/2013,12.74,27.97,15.23,66.69,14.5,3.05,1.02
26/06/2013,13.44,27.77,14.34,63.88,9.68,2.82,0.9
27/06/2013,15.14,30.25,15.11,60.88,1.84,2.31,0.78
28/06/2013,12.78,27.75,14.98,57.5,3.17,2.87,0.8
29/06/2013,16.94,30.08,13.15,48.94,0.4,5.41,1.15
30/06/2013,16.44,30.36,13.92,40.69,0.3,5.67,1.07
01/07/2013,14.73,27.94,13.22,54.75,1.09,2.52,0.88
02/07/2013,7.24,22.01,14.77,77,16.31,3.04,0.23
03/07/2013,8.75,22.2,13.45,79.56,15.63,2.68,0.8
04/07/2013,9.12,23.04,13.91,75.06,5.67,2.35,0.62
05/07/2013,14.22,27.41,13.19,63.31,1.77,3.69,1.09
06/07/2013,16.66,29.32,12.65,58.94,3.3,4.48,1.41
07/07/2013,9.72,22.87,13.15,70.75,8.14,4.23,0.95
08/07/2013,6.52,20.07,13.55,83.19,29.89,2.71,0.11
09/07/2013,7.54,20.3,12.76,78.75,4.03,2.05,0.46
10/07/2013,8.38,21.19,12.81,78.69,8.01,2,0.79
11/07/2013,11.24,24.16,12.92,72.06,6.39,2.55,0.22
12/07/2013,11.63,24.4,12.77,71.75,5.56,2.9,0.65
13/07/2013,11.16,24.65,13.5,71.12,5.22,2.38,0.73
14/07/2013,13.1,26.4,13.3,67.88,4.08,2.02,0.45
15/07/2013,14.21,28.86,14.65,63.12,0.76,2.42,0.3
16/07/2013,6.56,21.2,14.64,80.38,12.27,2.32,1.19
17/07/2013,8.5,22.96,14.45,79.69,8.37,3.02,0.95
18/07/2013,10.38,23.56,13.19,76.81,7.06,4.22,1.59
19/07/2013,12.43,22.88,10.44,77.75,11.09,3.02,1.47
20/07/2013,14.69,26.13,11.44,70.88,2.43,2.17,1.21
21/07/2013,11.95,25.05,13.1,76.06,3.08,2.74,0.73
22/07/2013,13.41,24.89,11.48,74.56,14.84,3.4,1.4
23/07/2013,9.27,22.93,13.66,79.75,2.56,3.04,1.17
24/07/2013,16.02,28.51,12.49,64.38,0.63,3.02,0.31
25/07/2013,13.32,27.34,14.02,68.62,0.36,2.32,0.76
26/07/2013,14.97,28.59,13.62,62.56,0.4,2.73,0.66
27/07/2013,15.36,28.52,13.16,64,4.69,3.94,1.53
28/07/2013,10.61,25.22,14.6,77.88,5.35,2.71,1.02
29/07/2013,13.69,27.35,13.67,70.5,4.63,2.18,0.93
30/07/2013,14.69,29.04,14.36,61.62,2.43,4.01,0.94
31/07/2013,15.62,29.55,13.93,54.62,0.07,4.18,0.69
01/08/2013,16.3,29.16,12.87,55.56,1.61,2.99,1.16
02/08/2013,13.82,27.69,13.87,62.69,1.42,2.59,0.7
03/08/2013,13.05,27.22,14.16,62.94,2.12,2.8,0.64
04/08/2013,12.38,26.63,14.26,66.5,1.71,3.66,1.37
05/08/2013,13.38,27.07,13.69,66.75,0.5,1.88,0.72
06/08/2013,14.23,28.4,14.18,67.06,1.14,2.67,0.79
07/08/2013,11.82,25.56,13.74,69.12,1.19,2.8,0.93
08/08/2013,11.96,25.74,13.78,74.31,2.02,2.53,1.12
09/08/2013,11.45,26.15,14.7,71.12,3.51,2.41,1.38
10/08/2013,15.24,27.7,12.46,58.75,0.36,4.24,1.55
11/08/2013,11.78,23.85,12.07,70.5,9.49,3.91,1.54
12/08/2013,12.83,24.9,12.08,76.38,9.14,2.19,0.76
13/08/2013,14.58,26.78,12.2,65.31,1.56,3.73,1.48
14/08/2013,18.3,28.96,10.65,49.81,0.01,4.98,1.06
15/08/2013,14.04,26.31,12.27,49.75,6.06,4.16,0.74
16/08/2013,13.01,26.33,13.33,61.62,1.4,3.08,0.98
17/08/2013,16.77,27.88,11.12,52.75,0,5.37,1.77
18/08/2013,14.84,27.01,12.15,57.44,1.17,5.31,1.22
19/08/2013,15.67,26.88,11.22,55.19,0.57,5.72,0.95
20/08/2013,18.15,27.44,9.28,53.62,1.22,2.97,0.91
21/08/2013,10.85,23.84,13,63.19,2.58,2.44,1.14
22/08/2013,7.05,19.52,12.47,76.38,5.29,2.76,1.07
23/08/2013,9.24,21.31,12.07,82.25,7.81,3.39,1.35
24/08/2013,14.34,25.42,11.08,75.94,11.41,3.6,1.13
25/08/2013,13.86,25.37,11.51,75.62,9.68,4.09,1.62
26/08/2013,9.16,21.41,12.26,82.19,6.7,4.98,1.62
27/08/2013,9.85,22.69,12.83,84.06,11.59,5.66,1.27
28/08/2013,10.66,23.67,13.01,82.75,7.67,3.88,0.91
29/08/2013,13.85,25.78,11.93,68.31,8.89,3.2,1.21
30/08/2013,12.74,24.44,11.69,70.25,4.84,2.09,0.84
31/08/2013,8.62,22.4,13.79,73.56,0.52,2.21,0.45
01/09/2013,9.56,23.48,13.91,75.94,6.03,1.71,1.18
02/09/2013,13.49,26.81,13.32,63.69,1.78,2.88,0.79
03/09/2013,13.82,24.31,10.49,71.31,2.73,3.64,1.57
04/09/2013,12.38,24.3,11.92,72,3.82,5.57,1.09
05/09/2013,8.84,20.24,11.4,80.38,2.8,5.28,1.52
06/09/2013,7.77,20.84,13.07,85.75,4.43,3.02,1.79
07/09/2013,10.02,22.8,12.78,81.12,3.44,3.12,1.26
08/09/2013,12.53,24.17,11.64,77.44,5.6,2.67,1
09/09/2013,7.51,20.08,12.57,86.19,12.03,3.14,1.1
10/09/2013,12.34,24.37,12.01,79,2.52,2.14,0.37
11/09/2013,11.2,25.44,14.23,75.81,0.75,3.01,0.88
12/09/2013,14.12,25.52,11.4,73.75,2.66,4.98,1.58
13/09/2013,12.12,24.11,11.99,73.75,1.45,5.31,1.66
14/09/2013,13.85,24.42,10.58,76.19,6.62,5.31,1.72
15/09/2013,10.16,21.75,11.59,85,24.02,5.02,1.99
16/09/2013,8.8,21.76,12.95,85.69,33.97,5.51,1.44
17/09/2013,6.3,19.51,13.22,89.69,22.3,3.1,0.86
18/09/2013,10.18,23.18,12.99,83.12,7.14,4.08,0.91
19/09/2013,12.44,24.81,12.37,81.25,0.89,3.78,1.36
20/09/2013,12.96,25.2,12.24,79.38,6.06,3.05,0.62
21/09/2013,9.4,21.83,12.44,84.88,3.74,4.77,1.3
22/09/2013,12.16,23.35,11.18,79.56,2.58,2.74,0.16
23/09/2013,9.84,23.25,13.4,79.75,3.93,1.96,0.34
24/09/2013,12.61,24.54,11.93,68.56,0.35,4.3,0.69
25/09/2013,15.8,25.87,10.07,71.88,0.74,2.16,0.94
26/09/2013,10.05,24.21,14.15,77.44,2.08,2.59,0.13
27/09/2013,11.46,23.49,12.02,80.5,3.46,2.66,1.01
28/09/2013,6.65,19.66,13.01,90.19,12.73,2.98,1.64
29/09/2013,12.52,24.71,12.19,74.75,2.14,2.74,0.87
30/09/2013,9.54,23.52,13.98,79.88,2.38,2.09,0.05
01/10/2013,9.27,23.3,14.04,83.19,13.12,1.29,0.21
02/10/2013,11.25,24.51,13.26,77.06,1.15,1.85,0.81
03/10/2013,13.05,25.76,12.71,76.44,0.27,2.28,1.25
04/10/2013,14.2,25.29,11.09,73.44,0.1,2.78,1.57
05/10/2013,12.94,24.87,11.94,70.69,0.02,1.66,0.23
06/10/2013,13.85,24.9,11.05,73.31,2.98,3.85,0.28
07/10/2013,12.41,21.93,9.52,73.88,0.48,5.26,1.76
08/10/2013,16.24,24.18,7.94,67.06,0.2,1.95,0.12
09/10/2013,11.66,23.27,11.62,76.44,0.01,2.61,0.73
10/10/2013,12.77,24.22,11.45,74.62,0,3.93,0.93
11/10/2013,15.96,25.33,9.37,65.88,0.02,2.08,0.02
12/10/2013,9.77,22.09,12.33,75.75,8.42,3.05,0.59
13/10/2013,11.33,23.17,11.84,76.69,2.42,2.4,0.57
14/10/2013,11.62,23.6,11.98,79.12,1.46,2.02,1.01
15/10/2013,12.33,25.12,12.8,77.25,1.08,2.24,0.42
16/10/2013,11.27,24.23,12.96,74.38,2.2,2.18,0.3
17/10/2013,10.41,22.47,12.05,78.62,1.07,1.96,0.09
18/10/2013,12.84,24.01,11.16,77.62,0.14,3.09,1.22
19/10/2013,13.19,24.18,10.99,72.81,0.21,2.48,0.04
20/10/2013,13.04,23.15,10.12,73.44,0.02,4.44,0.22
21/10/2013,15.02,23.44,8.43,65.88,0,2.36,0.34
22/10/2013,17.18,23.97,6.79,69.12,0,3.8,0.89
23/10/2013,15.48,23.03,7.56,67.06,0.09,3.19,1.14
24/10/2013,14.16,24.15,9.98,59.88,0,3.04,0.7
25/10/2013,16.38,24.65,8.27,54,0,2.97,0.4
26/10/2013,19.37,25.08,5.71,59.06,0,2.58,0.23
27/10/2013,15.99,24.66,8.67,72.06,0,2.41,1
28/10/2013,13.23,23.79,10.56,75,0,2.81,0.98
29/10/2013,12.62,23.72,11.1,76.38,0.27,3.7,0.41
30/10/2013,8.33,20.35,12.03,82.69,1.44,4.3,0.11
31/10/2013,8.21,19.91,11.7,81,0.73,2.25,0.43
01/11/2013,9.47,21.73,12.26,77.69,0.12,2.17,0.27
02/11/2013,12.02,21.39,9.37,74.25,0.05,4.18,1.74
03/11/2013,11.23,20.4,9.17,81.88,19.47,4.64,1.56
04/11/2013,8.01,18.33,10.32,91.31,17.44,6.16,2.08
05/11/2013,9.87,18.72,8.85,81.06,0.61,4.65,1.26
06/11/2013,10.08,18.93,8.86,77.19,0.96,3.08,0.76
07/11/2013,7.01,16.48,9.47,86.56,8.2,4.75,1.84
08/11/2013,7.1,16.22,9.12,88.44,10.49,4.73,0.7
09/11/2013,11.52,20.48,8.95,78.19,0.04,2.35,0.7
10/11/2013,13.46,21.8,8.33,80.19,8.75,1.98,1.24
11/11/2013,13.46,22.75,9.29,72.19,1.73,1.61,0.59
12/11/2013,8.09,18.18,10.09,80.81,0.34,4.35,1.62
13/11/2013,7.66,14.24,6.59,81.12,1.22,4.79,1.49
14/11/2013,11.2,17.04,5.84,80.69,0.03,2.1,1.19
15/11/2013,9.88,17.66,7.79,86.12,1.33,3.36,0.81
16/11/2013,8.56,17.26,8.69,88.75,1.13,4.39,1.52
17/11/2013,12.8,21.76,8.95,78.19,0.85,2.19,0.41
18/11/2013,14.01,22.73,8.72,78.75,0.08,3.4,0.8
19/11/2013,13.27,22.15,8.88,78.31,0.08,2.8,0.12
20/11/2013,12.12,20.18,8.05,78.62,0.08,4.5,1.68
21/11/2013,13.32,19.57,6.25,79.56,0.13,4.49,1.5
22/11/2013,12.64,20.12,7.48,75.75,0,3.38,0.39
23/11/2013,10.46,18.17,7.7,81.88,0.05,2.98,0.95
24/11/2013,11.09,18.67,7.58,82.62,0.81,5.22,1.66
25/11/2013,11.03,17.55,6.51,82.31,0.23,6.6,1.43
26/11/2013,14.46,14.07,-0.4,67.62,0,4.52,1.4
27/11/2013,19.16,16.1,-3.06,63.75,0,3.89,0.26
28/11/2013,11.51,15.82,4.31,66.19,0,2.32,0.67
29/11/2013,14.34,20.58,6.23,61,0,2.95,1.34
30/11/2013,17.9,20.76,2.86,60.69,0,3.37,1.42
01/12/2013,15.61,22.95,7.34,50.88,0.04,1.77,0.44
02/12/2013,14,22.45,8.46,65.38,0,3.01,1.09
03/12/2013,13.39,21.48,8.09,67.38,0,4.41,1.3
04/12/2013,13.52,19.84,6.32,82.19,0,5.2,1.88
05/12/2013,13.52,20.25,6.73,79,0,5.81,1.77
06/12/2013,14.7,19.4,4.69,76.81,0,4.55,1.82
07/12/2013,15.42,18.25,2.83,78.81,0,6.91,2.31
08/12/2013,13.55,18,4.45,80.31,0,5.77,2.19
09/12/2013,12.62,18.33,5.7,83.06,0,6.48,0.98
10/12/2013,16.84,20.6,3.76,67.81,0,2.95,0.87
11/12/2013,14.04,21.3,7.27,57.25,0,2.94,0.52
12/12/2013,16.26,21.13,4.87,70.94,0,3.8,1.29
13/12/2013,13.66,19.05,5.38,75.38,0,4.69,1.66
14/12/2013,15.19,18.8,3.6,68.38,0,2.77,0.56
15/12/2013,18.87,19.32,0.45,64.06,0,3.55,0.68
16/12/2013,18.44,21.09,2.65,63.69,0,2.36,0.46
17/12/2013,16.95,20.82,3.87,59.19,0,2.83,1.59
18/12/2013,16.75,20.51,3.76,54.81,0,3.56,0.91
19/12/2013,14.32,19.47,5.15,69.62,2.39,4.54,1.59
20/12/2013,13.07,17.07,4,81.06,1.81,7.89,2.43
21/12/2013,8.94,14.57,5.62,83.06,1.48,9.95,3.52
22/12/2013,13.38,17.76,4.39,70.38,0,3.74,1.45
23/12/2013,19.13,19.11,-0.02,68.69,0,3.88,1.14
24/12/2013,17.56,18.47,0.9,74.56,0,2.91,0.2
25/12/2013,10.52,15.93,5.4,80.12,0.15,2,0.13
26/12/2013,6.12,9.34,3.23,91.69,2.98,3.02,1.46
27/12/2013,10.43,12.62,2.19,87.06,1.6,2.38,1.38
28/12/2013,10.59,14.07,3.48,83.38,0.48,5.02,1.15
29/12/2013,10.09,14.42,4.33,82.5,0.09,5.3,1.62
30/12/2013,10.07,12.58,2.51,86.38,3.22,3.23,0.38
31/12/2013,9.55,11.48,1.93,88.5,2.86,2.71,1.25
01/01/2014,11.7,15.7,4.01,81.25,0.25,4.06,1.04
02/01/2014,14.63,16.34,1.72,69.75,0,5.15,1.27
03/01/2014,15.78,16.86,1.08,75.19,0,3,0.58
